episode,phase,total_reward,steps,success,collision,timeout,epsilon,avg_loss,avg_q,global_train_steps
283,0,-1.2,400,0,0,1,0.426015,0.014047,8.79807,90866
284,0,-1.2,400,0,0,1,0.424737,0.016036,8.84585,91266
285,0,-1.2,400,0,0,1,0.423463,0.013417,8.88779,91666
286,0,-1.2,400,0,0,1,0.422192,0.012507,8.92338,92066
287,0,-1.2,400,0,0,1,0.420926,0.014058,8.99167,92466
288,0,-1.2,400,0,0,1,0.419663,0.015358,9.02393,92866
289,0,-1.2,400,0,0,1,0.418404,0.017228,9.06739,93266
290,0,-1.2,400,0,0,1,0.417149,0.01339,9.09498,93666
291,0,-1.2,400,0,0,1,0.415897,0.014261,9.10374,94066
292,0,-1.2,400,0,0,1,0.41465,0.012329,9.15396,94466
293,0,-1.2,400,0,0,1,0.413406,0.014716,9.1867,94866
294,0,-1.2,400,0,0,1,0.412166,0.015639,9.21357,95266
295,0,-1.2,400,0,0,1,0.410929,0.015697,9.23727,95666
296,0,-1.2,400,0,0,1,0.409696,0.017295,9.25909,96066
297,0,-1.2,400,0,0,1,0.408467,0.014079,9.29079,96466
298,0,-1.2,400,0,0,1,0.407242,0.014338,9.29346,96866
299,0,-1.2,400,0,0,1,0.40602,0.014038,9.3367,97266
300,0,-1.2,400,0,0,1,0.404802,0.013981,9.35282,97666
301,0,-1.2,400,0,0,1,0.403588,0.016833,9.39568,98066
302,0,-1.2,400,0,0,1,0.402377,0.016174,9.41344,98466
303,0,-1.2,400,0,0,1,0.40117,0.015522,9.43062,98866
304,0,-1.2,400,0,0,1,0.399966,0.014206,9.44667,99266
305,0,-1.2,400,0,0,1,0.398766,0.018297,9.47393,99666
306,0,-1.2,400,0,0,1,0.39757,0.015719,9.48339,100066
307,0,-1.2,400,0,0,1,0.396377,0.016404,9.49213,100466
308,0,-1.2,400,0,0,1,0.395188,0.016817,9.49394,100866
309,0,-1.2,400,0,0,1,0.394003,0.015491,9.51076,101266
310,0,-1.2,400,0,0,1,0.392821,0.017275,9.49684,101666
311,0,-1.2,400,0,0,1,0.391642,0.014929,9.50278,102066
312,0,-1.2,400,0,0,1,0.390467,0.013424,9.49278,102466
313,0,-1.2,400,0,0,1,0.389296,0.012928,9.48694,102866
314,0,-1.2,400,0,0,1,0.388128,0.017319,9.47776,103266
315,0,9.66406,114,1,0,0,0.386964,0.012462,9.44935,103381
316,0,9.67648,110,1,0,0,0.385803,0.014269,9.45583,103492
317,0,9.58628,140,1,0,0,0.384645,0.01149,9.44764,103633
318,0,9.65224,118,1,0,0,0.383491,0.013435,9.44626,103752
319,0,-1.19406,400,0,0,1,0.382341,0.012353,9.41652,104152
320,0,-1.18636,400,0,0,1,0.381194,0.017108,9.3909,104552
321,0,-1.19228,400,0,0,1,0.38005,0.012038,9.36003,104952
322,0,9.39718,204,1,0,0,0.37891,0.011672,9.34122,105157
