episode,phase,total_reward,steps,success,collision,timeout,epsilon,avg_loss,avg_q,global_train_steps
220,0,9.65199,118,1,0,0,0.51479,0.013271,7.82989,79592
221,0,9.55564,150,1,0,0,0.513245,0.015667,7.79887,79743
222,0,9.62536,127,1,0,0,0.511706,0.009957,7.77076,79871
223,0,9.45089,185,1,0,0,0.510171,0.014947,7.7353,80057
224,0,9.48696,173,1,0,0,0.50864,0.014443,7.72098,80231
225,0,9.57979,142,1,0,0,0.507114,0.015954,7.6803,80374
226,0,-1.2,400,0,0,1,0.505593,0.014451,7.65595,80774
227,0,9.55552,150,1,0,0,0.504076,0.011647,7.60525,80925
228,0,9.57114,145,1,0,0,0.502564,0.011065,7.59284,81071
229,0,9.26141,248,1,0,0,0.501056,0.014502,7.56987,81320
230,0,9.40934,199,1,0,0,0.499553,0.01928,7.5267,81520
231,0,9.51992,162,1,0,0,0.498054,0.018219,7.52195,81683
232,0,9.55024,152,1,0,0,0.49656,0.013787,7.49266,81836
233,0,9.30298,235,1,0,0,0.49507,0.010844,7.47142,82072
234,0,9.45683,183,1,0,0,0.493585,0.015578,7.43674,82256
235,0,9.36982,212,1,0,0,0.492105,0.017601,7.42316,82469
236,0,9.13665,290,1,0,0,0.490628,0.011553,7.39382,82760
237,0,-1.2,400,0,0,1,0.489156,0.012944,7.3578,83160
238,0,9.46931,179,1,0,0,0.487689,0.013718,7.32926,83340
239,0,-1.2,400,0,0,1,0.486226,0.012337,7.2971,83740
240,0,9.68766,106,1,0,0,0.484767,0.011313,7.27691,83847
241,0,9.62801,126,1,0,0,0.483313,0.011562,7.27335,83974
242,0,9.67904,109,1,0,0,0.481863,0.011337,7.26935,84084
243,0,-1.2,400,0,0,1,0.480417,0.011865,7.24925,84484
244,0,-1.2,400,0,0,1,0.478976,0.013922,7.22235,84884
245,0,-1.2,400,0,0,1,0.477539,0.013288,7.20514,85284
246,0,9.70557,100,1,0,0,0.476106,0.012827,7.1938,85385
247,0,9.5476,153,1,0,0,0.474678,0.014458,7.19027,85539
248,0,9.59297,138,1,0,0,0.473254,0.012481,7.17252,85678
249,0,9.7509,85,1,0,0,0.471834,0.008337,7.16921,85764
250,0,9.70537,100,1,0,0,0.470419,0.008821,7.20407,85865
251,0,9.72068,95,1,0,0,0.469008,0.015217,7.18451,85961
252,0,9.7086,99,1,0,0,0.467601,0.012042,7.19133,86061
253,0,9.56667,147,1,0,0,0.466198,0.011982,7.15902,86209
254,0,9.69439,104,1,0,0,0.464799,0.013099,7.18236,86314
255,0,9.69712,103,1,0,0,0.463405,0.011891,7.18449,86418
256,0,9.59181,138,1,0,0,0.462015,0.012103,7.19156,86557
257,0,9.6999,102,1,0,0,0.460629,0.015303,7.18118,86660
258,0,9.74754,86,1,0,0,0.459247,0.015509,7.17538,86747
259,0,9.76301,81,1,0,0,0.457869,0.013154,7.16562,86829
260,0,9.73378,91,1,0,0,0.456495,0.011691,7.20082,86921
261,0,9.75956,82,1,0,0,0.455126,0.011655,7.17027,87004
262,0,9.67309,111,1,0,0,0.45376,0.013179,7.18427,87116
263,0,9.63694,123,1,0,0,0.452399,0.017057,7.17558,87240
264,0,9.66973,112,1,0,0,0.451042,0.009238,7.1934,87353
265,0,9.71505,97,1,0,0,0.449689,0.01269,7.20316,87451
266,0,9.73226,91,1,0,0,0.44834,0.012513,7.19808,87543
267,0,9.69086,105,1,0,0,0.446995,0.013516,7.19359,87649
268,0,9.71129,98,1,0,0,0.445654,0.011877,7.19978,87748
269,0,9.65555,117,1,0,0,0.444317,0.010143,7.214,87866
270,0,9.76884,79,1,0,0,0.442984,0.011667,7.23356,87946
271,0,9.72126,95,1,0,0,0.441655,0.016595,7.22812,88042
272,0,9.67896,109,1,0,0,0.44033,0.014371,7.22518,88152
273,0,9.79234,71,1,0,0,0.439009,0.011935,7.23839,88224
274,0,9.74799,86,1,0,0,0.437692,0.009846,7.20787,88311
275,0,9.73879,89,1,0,0,0.436379,0.011807,7.22762,88401
276,0,9.77225,78,1,0,0,0.43507,0.010541,7.2269,88480
277,0,9.70592,100,1,0,0,0.433765,0.008768,7.22288,88581
278,0,9.67549,110,1,0,0,0.432463,0.014288,7.24474,88692
279,0,9.71878,96,1,0,0,0.431166,0.013088,7.24786,88789
280,0,9.65468,117,1,0,0,0.429872,0.013096,7.24556,88907
281,0,9.70931,99,1,0,0,0.428583,0.010896,7.24438,89007
282,0,9.72056,95,1,0,0,0.427297,0.012762,7.26108,89103
283,0,9.76283,81,1,0,0,0.426015,0.008741,7.26437,89185
284,0,9.7397,89,1,0,0,0.424737,0.010036,7.2687,89275
285,0,9.77536,77,1,0,0,0.423463,0.011075,7.27351,89353
286,0,9.59769,136,1,0,0,0.422192,0.01394,7.27275,89490
287,0,9.75062,85,1,0,0,0.420926,0.013295,7.28717,89576
288,0,9.72636,93,1,0,0,0.419663,0.00992,7.30288,89670
289,0,9.75073,85,1,0,0,0.418404,0.013283,7.30574,89756
290,0,9.71489,97,1,0,0,0.417149,0.010658,7.30166,89854
291,0,9.75703,83,1,0,0,0.415897,0.008836,7.28071,89938
292,0,9.73865,89,1,0,0,0.41465,0.011031,7.2988,90028
293,0,9.73869,89,1,0,0,0.413406,0.010511,7.30433,90118
294,0,9.78088,75,1,0,0,0.412166,0.008641,7.31235,90194
295,0,9.75373,84,1,0,0,0.410929,0.005741,7.31467,90279
296,0,9.72388,94,1,0,0,0.409696,0.011751,7.33072,90374
297,0,9.73923,89,1,0,0,0.408467,0.013792,7.34154,90464
298,0,9.68906,106,1,0,0,0.407242,0.01177,7.32958,90571
299,0,9.70528,100,1,0,0,0.40602,0.01156,7.33577,90672
300,0,9.69665,103,1,0,0,0.404802,0.008087,7.34077,90776
301,0,9.66433,114,1,0,0,0.403588,0.00993,7.34164,90891
302,0,9.76008,82,1,0,0,0.402377,0.015795,7.36406,90974
303,0,9.73591,90,1,0,0,0.40117,0.013759,7.34218,91065
304,0,9.74235,88,1,0,0,0.399966,0.012599,7.38165,91154
305,0,9.71437,97,1,0,0,0.398766,0.013528,7.38123,91252
306,0,9.70895,99,1,0,0,0.39757,0.008637,7.3586,91352
307,0,9.76542,80,1,0,0,0.396377,0.010568,7.39346,91433
308,0,9.72988,92,1,0,0,0.395188,0.009834,7.40264,91526
309,0,9.74495,87,1,0,0,0.394003,0.009104,7.39277,91614
310,0,9.75976,82,1,0,0,0.392821,0.011118,7.38215,91697
311,0,9.77158,78,1,0,0,0.391642,0.006451,7.3724,91776
312,0,9.70293,101,1,0,0,0.390467,0.010847,7.39529,91878
313,0,9.73582,90,1,0,0,0.389296,0.008202,7.42598,91969
314,0,9.72971,92,1,0,0,0.388128,0.011937,7.41635,92062
315,0,9.72958,92,1,0,0,0.386964,0.014358,7.42306,92155
316,0,9.70077,102,1,0,0,0.385803,0.006681,7.3959,92258
317,0,9.7424,88,1,0,0,0.384645,0.006355,7.42878,92347
318,0,9.73874,89,1,0,0,0.383491,0.011384,7.44336,92437
319,0,9.78083,75,1,0,0,0.382341,0.014095,7.42767,92513
320,0,9.75108,85,1,0,0,0.381194,0.013676,7.44135,92599
321,0,9.77775,76,1,0,0,0.38005,0.009563,7.44961,92676
322,0,9.77532,77,1,0,0,0.37891,0.008267,7.41736,92754
323,0,9.68219,108,1,0,0,0.377773,0.012449,7.4438,92863
324,0,9.78661,73,1,0,0,0.37664,0.009841,7.45682,92937
325,0,9.77759,76,1,0,0,0.37551,0.009846,7.43234,93014
326,0,9.68826,106,1,0,0,0.374384,0.013258,7.49219,93121
327,0,9.75085,85,1,0,0,0.37326,0.01236,7.47375,93207
328,0,9.76575,80,1,0,0,0.372141,0.013443,7.47685,93288
329,0,9.73072,92,1,0,0,0.371024,0.012877,7.47959,93381
330,0,9.75382,84,1,0,0,0.369911,0.01129,7.47388,93466
331,0,9.75003,86,1,0,0,0.368801,0.009626,7.50703,93553
332,0,9.67577,110,1,0,0,0.367695,0.009313,7.48966,93664
333,0,9.76263,81,1,0,0,0.366592,0.009211,7.46624,93746
334,0,9.76296,81,1,0,0,0.365492,0.008846,7.50504,93828
335,0,9.79582,70,1,0,0,0.364396,0.008551,7.4923,93899
336,0,9.73898,89,1,0,0,0.363302,0.012646,7.52075,93989
337,0,9.74444,87,1,0,0,0.362213,0.011987,7.50289,94077
338,0,9.75384,84,1,0,0,0.361126,0.006519,7.50985,94162
339,0,9.76895,79,1,0,0,0.360043,0.013744,7.53162,94242
340,0,9.75682,83,1,0,0,0.358962,0.011909,7.52402,94326
341,0,9.7838,74,1,0,0,0.357886,0.009825,7.54753,94401
342,0,9.75941,82,1,0,0,0.356812,0.004738,7.49323,94484
343,0,9.77804,76,1,0,0,0.355741,0.011924,7.51314,94561
344,0,9.76306,81,1,0,0,0.354674,0.010488,7.51821,94643
345,0,9.7114,98,1,0,0,0.35361,0.0092,7.53654,94742
346,0,9.75558,84,1,0,0,0.352549,0.008456,7.51432,94827
347,0,9.77456,77,1,0,0,0.351492,0.012253,7.5542,94905
348,0,9.73273,91,1,0,0,0.350437,0.005225,7.54159,94997
349,0,9.77203,78,1,0,0,0.349386,0.009772,7.56457,95076
350,0,9.78956,72,1,0,0,0.348338,0.011898,7.544,95149
